Unique ID	Card Identifiers	Set Identifiers	Name	Pitch	Cost	Power	Defense	Health	Intelligence	Rarity	Types	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Functional Text	Flavor Text	Type Text	Artists	Card Played Horizontally	Blitz Legal	CC Legal	Commoner Legal	Blitz Living Legend	CC Living Legend	Blitz Banned	CC Banned	Commoner Banned	Blitz Suspended Start	Blitz Suspended End	CC Suspended Start	CC Suspended End	Commoner Suspended Start	Commoner Suspended End	Variations	Image URLs			
WdGTwCWqc8kfGFNHP7fGk	UPR020	UPR	Billowing Mirage	3	1	1	3			C	Draconic, Illusionist, Action, Attack	Transform, Go again				"When you attack with Billowing Mirage, **transform** up to 1 ash you control into an Aether Ashwing. *(Create an Aether Ashwing token and put the ash under it.)*

**Go again**"		Draconic Illusionist Action – Attack	Hoàng Lập																S R – UPR020 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR020.png – UPR020 – N			
DdB67FdtTjfPp67mFjH8Q	UPR021	UPR	Dunebreaker Cenipai	1	1	5	3			C	Draconic, Illusionist, Action, Attack	Phantasm, Go again				"**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more {p}, destroy this and close the combat chain.)*

When Dunebreaker Cenipai is destroyed, create an Ash token.

**Go again**"		Draconic Illusionist Action – Attack	Rio Sabda																S R – UPR021 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR021.png – UPR021 – N			
f8QCpC6GRzK6M7QMGQhtB	UPR022	UPR	Dunebreaker Cenipai	2	1	4	3			C	Draconic, Illusionist, Action, Attack	Phantasm, Go again				"**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more {p}, destroy this and close the combat chain.)*

When Dunebreaker Cenipai is destroyed, create an Ash token.

**Go again**"		Draconic Illusionist Action – Attack	Rio Sabda																S R – UPR022 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR022.png – UPR022 – N			
ntHLmGQBzRmwGbPmB6Dnb	UPR023	UPR	Dunebreaker Cenipai	3	1	3	3			C	Draconic, Illusionist, Action, Attack	Phantasm, Go again				"**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more {p}, destroy this and close the combat chain.)*

When Dunebreaker Cenipai is destroyed, create an Ash token.

**Go again**"		Draconic Illusionist Action – Attack	Rio Sabda																S R – UPR023 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR023.png – UPR023 – N			
PH8ngPqFMWnRGQDHfJc67	UPR024	UPR	Dustup	1	0	4	3			C	Draconic, Illusionist, Action, Attack	Transform				When Dustup hits, create an Ash token, then **transform** up to 1 ash you control into an Aether Ashwing. *(Create an Aether Ashwing token and put the ash under it.)*		Draconic Illusionist Action – Attack	Marco González																S R – UPR024 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR024.png – UPR024 – N			
dq8bHbChQkfhpQtHFjttF	UPR025	UPR	Dustup	2	0	3	3			C	Draconic, Illusionist, Action, Attack	Transform				When Dustup hits, create an Ash token, then **transform** up to 1 ash you control into an Aether Ashwing. *(Create an Aether Ashwing token and put the ash under it.)*		Draconic Illusionist Action – Attack	Marco González																S R – UPR025 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR025.png – UPR025 – N			
pwWg6dbwkdtKn9nTCMfqp	UPR026	UPR	Dustup	3	0	2	3			C	Draconic, Illusionist, Action, Attack	Transform				When Dustup hits, create an Ash token, then **transform** up to 1 ash you control into an Aether Ashwing. *(Create an Aether Ashwing token and put the ash under it.)*		Draconic Illusionist Action – Attack	Marco González																S R – UPR026 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR026.png – UPR026 – N			
CgT9jwcHqFhdt6KMJjrjm	UPR027	UPR	Embermaw Cenipai	1	2	8	3			C	Draconic, Illusionist, Action, Attack	Phantasm				"**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more {p}, destroy this and close the combat chain.)*

When Embermaw Cenipai is destroyed, create an Ash token."		Draconic Illusionist Action – Attack	Narendra B Adi																S R – UPR027 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR027.png – UPR027 – N			
dhgMjbthh7cTjBfRrf8GP	UPR028	UPR	Embermaw Cenipai	2	2	7	3			C	Draconic, Illusionist, Action, Attack	Phantasm				"**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more {p}, destroy this and close the combat chain.)*

When Embermaw Cenipai is destroyed, create an Ash token."		Draconic Illusionist Action – Attack	Narendra B Adi																S R – UPR028 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR028.png – UPR028 – N			
MdpTfWh86FKCGjW7mgTMW	UPR029	UPR	Embermaw Cenipai	3	2	6	3			C	Draconic, Illusionist, Action, Attack	Phantasm				"**Phantasm** *(When this is defended by a non-Illusionist attack action card with 6 or more {p}, destroy this and close the combat chain.)*

When Embermaw Cenipai is destroyed, create an Ash token."		Draconic Illusionist Action – Attack	Narendra B Adi																S R – UPR029 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR029.png – UPR029 – N			
6QPtK8DNcGjB879dKdd86	UPR030	UPR	Sweeping Blow	1	1	3	3			C	Draconic, Illusionist, Action, Attack	Go again				"When you attack with Sweeping Blow, create an Ash token.

**Go again**"	The illusionists of the Ash Plains can quickly turn home ground to their advantage.	Draconic Illusionist Action – Attack	Alief Rusdiatama																S R – UPR030 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR030.png – UPR030 – N			
G6wLM6znCWNWH88Jrqzdk	UPR031	UPR	Sweeping Blow	2	1	2	3			C	Draconic, Illusionist, Action, Attack	Go again				"When you attack with Sweeping Blow, create an Ash token.

**Go again**"	The illusionists of the Ash Plains can quickly turn home ground to their advantage.	Draconic Illusionist Action – Attack	Alief Rusdiatama																S R – UPR031 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR031.png – UPR031 – N			
pLm6MnQqmFpf8PmqQLtFc	UPR032	UPR	Sweeping Blow	3	1	1	3			C	Draconic, Illusionist, Action, Attack	Go again				"When you attack with Sweeping Blow, create an Ash token.

**Go again**"	The illusionists of the Ash Plains can quickly turn home ground to their advantage.	Draconic Illusionist Action – Attack	Alief Rusdiatama																S R – UPR032 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR032.png – UPR032 – N			
hTdJzppWGDrhT9zckCjL8	UPR033	UPR	Rake the Embers	1	1		2			C	Draconic, Illusionist, Action	Transform, Go again				"Create an Ash token, then **transform** up to 3 ash you control into Aether Ashwings. *(Create Aether Ashwing tokens and put the ash under them.)*

**Go again**"		Draconic Illusionist Action	Henrique Lindner																S R – UPR033 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR033.png – UPR033 – N			
9WDrbJchcwgtRgnrM6dmP	UPR034	UPR	Rake the Embers	2	1		2			C	Draconic, Illusionist, Action	Transform, Go again				"Create an Ash token, then **transform** up to 2 ash you control into Aether Ashwings. *(Create Aether Ashwing tokens and put the ash under them.)*

**Go again**"		Draconic Illusionist Action	Henrique Lindner																S R – UPR034 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR034.png – UPR034 – N			
zFwrj8CpDzhjJPHpPTGBf	UPR035	UPR	Rake the Embers	3	1		2			C	Draconic, Illusionist, Action	Transform, Go again				"Create an Ash token, then **transform** up to 1 ash you control into Aether Ashwings. *(Create an Aether Ashwing token and put the ash under it.)*

**Go again**"		Draconic Illusionist Action	Henrique Lindner																S R – UPR035 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR035.png – UPR035 – N			
8QRLfRd7MnbR9bpLDmtNp	UPR036	UPR	Skittering Sands	1	0		2			C	Draconic, Illusionist, Action	Transform, Go again				"**Transform** target ash you control into an Aether Ashwing. It gains +3{p} until end of turn. *(Create an Aether Ashwing token and put the ash under it.)*

**Go again**"		Draconic Illusionist Action	Marco González																S R – UPR036 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR036.png – UPR036 – N			
jpgRPdLgz6GzpgMRDzWPd	UPR037	UPR	Skittering Sands	2	0		2			C	Draconic, Illusionist, Action	Transform, Go again				"**Transform** target ash you control into an Aether Ashwing. It gains +2{p} until end of turn. *(Create an Aether Ashwing token and put the ash under it.)*

**Go again**"		Draconic Illusionist Action	Marco González																S R – UPR037 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR037.png – UPR037 – N			
z7pPWLjcjBh9gkDnWDNFL	UPR038	UPR	Skittering Sands	3	0		2			C	Draconic, Illusionist, Action	Transform, Go again				"**Transform** target ash you control into an Aether Ashwing. It gains +1{p} until end of turn. *(Create an Aether Ashwing token and put the ash under it.)*

**Go again**"		Draconic Illusionist Action	Marco González																S R – UPR038 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR038.png – UPR038 – N			
LfTqmbG7tBhK9CDPjBBht	FAB090, UPR039	FAB, UPR	Sand Cover	1	0					P, C	Draconic, Illusionist, Instant				Ward 4	Target ash you control gains **Ward 4** until end of turn. *(If your hero would be dealt damage, prevent 4 of that damage and destroy this.)*	A million insignificant grains will choke even the mightiest of dragon – old Volcai proverb	Draconic Illusionist Instant	Federico Musetti, Henrique Lindner																R – FAB090 – N – AA, S R – UPR039 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR039.png – UPR039 – N			
wbFwtQh7KPqg7JNpMNjBg	UPR040	UPR	Sand Cover	2	0					C	Draconic, Illusionist, Instant				Ward 3	Target ash you control gains **Ward 3** until end of turn. *(If your hero would be dealt damage, prevent 4 of that damage and destroy this.)*	A million insignificant grains will choke even the mightiest of dragon – old Volcai proverb	Draconic Illusionist Instant	Henrique Lindner																S R – UPR040 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR040.png – UPR040 – N			
TLqpWDncrFCtdMNWNk678	UPR041	UPR	Sand Cover	3	0					C	Draconic, Illusionist, Instant				Ward 2	Target ash you control gains **Ward 2** until end of turn. *(If your hero would be dealt damage, prevent 4 of that damage and destroy this.)*	A million insignificant grains will choke even the mightiest of dragon – old Volcai proverb	Draconic Illusionist Instant	Henrique Lindner																S R – UPR041 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR041.png – UPR041 – N			
jbBhcb6bm7bdwQbRtrfW6	UPR042	UPR	Aether Ashwing			1		1		T – UPR042 – N, C – UPR042 – N – AT, V – UPR042 – N – AA	Draconic, Illusionist, Token, Dragon, Ally	Arcane Barrier 1				**Arcane Barrier 1** *(If your hero would be dealt arcane damage, you may pay {r} to prevent 1 of that damage.)*		Draconic Illusionist Token – Dragon Ally	Athiwut B.																S – UPR042 – N, C – UPR042 – N – AT, C – UPR042 – N – AA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR042.png – UPR042 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR042_B.png – UPR042 – N – AT, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR042_CF.png – UPR042 – N – AA			
wjwQ8twgmFLptQftMGgb6	UPR043	UPR	Ash							T – UPR043 – N, C – UPR043 – N – AT, V – UPR043 – N – AA	Draconic, Illusionist, Token, Ash	Material			Phantasm	**Material** - While Ash is under an object, that object has **phantasm**. *(When this is defended by a non-Illusionist attack action card with 6 or more {p}, destroy this and close the combat chain.)*		Draconic Illusionist Token – Ash	Surya Prasteya																S – UPR043 – N, C – UPR043 – N – AT, C – UPR043 – N – AA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR043.png – UPR043 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR043_B.png – UPR043 – N – AT, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR043_CF.png – UPR043 – N – AA			
mzpnGFdhdRqtb9mKQpBCP	HER058, HER065, WIN017, UPR044	HER, HER, WIN, UPR	Fai, Rising Rebellion					40	4	P, P, P, T	Draconic, Ninja, Hero		Once per Turn Instant			"You may start the game with a Phoenix Flame in your graveyard.

**Once per Turn Instant** - {r}{r}{r}: Return a Phoenix Flame from your graveyard to your hand. This ability costs {r} less for each Draconic chain link you control."		Draconic Ninja Hero	Sam Yang		No		No												C – HER058 – N, R – HER065 – N, G – WIN017 – N, S – UPR044 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR044.png – UPR044 – N			
9CTrJ6QDDfwBz6T8qNdTh	HER061, UPR045	HER, UPR	Fai					20	4	P, T	Draconic, Ninja, Hero, Young		Once per Turn Instant			"You may start the game with a Phoenix Flame in your graveyard.

**Once per Turn Instant** - {r}{r}{r}: Return a Phoenix Flame from your graveyard to your hand. This ability costs {r} less for each Draconic chain link you control."		Draconic Ninja Hero – Young	Sam Yang																C – HER061 – N, S – UPR045 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR045.png – UPR045 – N			
tDB6WMpGH8Tjt9TkCTtnF	LGS105, UPR046	LGS, UPR	Searing Emberblade			3				P, T	Draconic, Ninja, Weapon, Sword, 2H		Once per Turn Action	Go again		"**Once per Turn Action** - {r}{r}: **Attack**

If you control 2 or more Draconic chain links, Searing Emberblade has **go again**."		Draconic Ninja Weapon – Sword (2H)	Enmoire																C – LGS105 – N, S – UPR046 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR046.png – UPR046 – N			
N8wBw6RGFjCzkfjJwh66Q	UPR047	UPR	Heat Wave				0			C	Draconic, Ninja, Equipment, Arms	Quell 1	Instant			"**Instant** - Destroy Heat Wave: Phoenix Flames you control gain +1{p} until end of turn.

**Quell 1** *(If your hero would be dealt damage, you may pay {r} to prevent 1 of that damage. If you do, destroy Heat Wave at the beginning of the end phase.)*"		Draconic Ninja Equipment – Arms	soyameii																S R C – UPR047 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR047.png – UPR047 – N			
pFkrcGkjFppcnmQzPkcNw	UPR048	UPR	Phoenix Form	1	0	3	3			M	Draconic, Ninja, Action, Attack	Go again				If you control 1 or more Phoenix Flames, Phoenix Form has **go again**. If you control 2 or more, it has +2{p}. If you control 3 or more, it has “When this hits a hero, draw 3 cards.”		Draconic Ninja Action – Attack	Isuardi Therianto				No												S R – UPR048 – N, R – UPR048 – N – EA	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR048.png – UPR048 – N, https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR048_EA.png – UPR048 – N – EA			
KntzQpBKfWJbphChgTTdj	UPR049	UPR	Spreading Flames	1	1	3	2			M	Draconic, Ninja, Action, Attack	Go again				"Draconic attacks you control have +1{p} while their base {p} is less than the number of Draconic chain links you control.

**Go again**"		Draconic Ninja Action – Attack	Faizal Fikri				No												S R – UPR049 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR049.png – UPR049 – N			
jwmtFqndtzhnLwBqczNP6	UPR050	UPR	Combustion Point	1	1		3			M	Draconic, Ninja, Attack Reaction					"Target Draconic or Ninja attack action card gains +1{p}.

You may banish a non-equipment defending card with {d} less than the number of Draconic chain links you control."		Draconic Ninja Attack Reaction	Federico Musetti				No												S R – UPR050 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR050.png – UPR050 – N			
Wdtr6NLLRb9cHKfmrwLm6	UPR051	UPR	Engulfing Flamewave	1	2	5	2			R	Draconic, Ninja, Action, Attack	Go again				"When Engulfing Flamewave hits, reveal the top card of your deck. If it’s an attack action card with cost less than number of Draconic chain links you control, banish it. You may play it this turn.

**Go again**"		Draconic Ninja Action – Attack	bimawithpencil				No												S R – UPR051 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR051.png – UPR051 – N			
FLFhBp9qTFHMd9LwJ7fDz	UPR052	UPR	Engulfing Flamewave	2	2	4	2			R	Draconic, Ninja, Action, Attack	Go again				"When Engulfing Flamewave hits, reveal the top card of your deck. If it’s an attack action card with cost less than number of Draconic chain links you control, banish it. You may play it this turn.

**Go again**"		Draconic Ninja Action – Attack	bimawithpencil				No												S R – UPR052 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR052.png – UPR052 – N			
LhcwGnzrt9PTRMR7m8pRz	UPR053	UPR	Engulfing Flamewave	3	2	3	2			R	Draconic, Ninja, Action, Attack	Go again				"When Engulfing Flamewave hits, reveal the top card of your deck. If it’s an attack action card with cost less than number of Draconic chain links you control, banish it. You may play it this turn.

**Go again**"		Draconic Ninja Action – Attack	bimawithpencil				No												S R – UPR053 – N	https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR053.png – UPR053 – N			
